language,func,embedding,strategy,labeled,accuracy,ari,nmi,f1,recall
java,label_propagation,InCoder,random,50,0.6999656475437994,0.520570627949969,0.6304981672618911,0.6866910426542848,0.6919977785922937
java,label_propagation,InCoder,random,100,0.815836482308485,0.6713986843845688,0.7408663800684534,0.8059323144126674,0.8147924911628271
java,label_propagation,InCoder,random,250,0.8986602542081759,0.8075820598959261,0.8374252534603734,0.8907510401787386,0.8938216058881769
java,label_propagation,InCoder,random,500,0.9580212985228443,0.9169100236603804,0.9194303192874465,0.953291343830744,0.955284316125126
java,label_propagation,InCoder,entropy,50,0.6999656475437994,0.520570627949969,0.6304981672618911,0.6866910426542848,0.6919977785922937
java,label_propagation,InCoder,entropy,100,0.739883201648918,0.5595656887569737,0.6639758159017253,0.7293947722744116,0.7340870559231416
java,label_propagation,InCoder,entropy,250,0.7701133631054621,0.6015086526412867,0.6976569204971432,0.7614359908375506,0.7669309311562513
java,label_propagation,InCoder,entropy,500,0.8137409824802473,0.6656382385884758,0.7451390542047054,0.8047972911998791,0.8136681994312761
java,label_propagation,InCoder,uniform,50,0.6999656475437994,0.520570627949969,0.6304981672618911,0.6866910426542848,0.6919977785922937
java,label_propagation,InCoder,uniform,100,0.8140501545860529,0.6691162692997994,0.7401181518729013,0.8033831207819231,0.8100600095510815
java,label_propagation,InCoder,uniform,250,0.8481621435932668,0.7202697282734931,0.7936093094954109,0.8399148476199294,0.8458083300690772
java,label_propagation,InCoder,uniform,500,0.9240123668842324,0.8542965326552403,0.887334936914806,0.9180962519952268,0.9226573327197828
java,label_propagation,InCoder,random_then_entropy_1,50,0.6999656475437994,0.520570627949969,0.6304981672618911,0.6866910426542848,0.6919977785922937
java,label_propagation,InCoder,random_then_entropy_1,100,0.815836482308485,0.6713986843845688,0.7408663800684534,0.8059323144126674,0.8147924911628271
java,label_propagation,InCoder,random_then_entropy_1,250,0.8903469598076263,0.7901452869343457,0.8350028035729729,0.8845235681963555,0.8920198668427937
java,label_propagation,InCoder,random_then_entropy_1,500,0.9487117828924768,0.8998721674956791,0.9209345223396472,0.9442155969339142,0.9506748672763936
java,label_propagation,InCoder,random_then_entropy_2,50,0.6999656475437994,0.520570627949969,0.6304981672618911,0.6866910426542848,0.6919977785922937
java,label_propagation,InCoder,random_then_entropy_2,100,0.815836482308485,0.6713986843845688,0.7408663800684534,0.8059323144126674,0.8147924911628271
java,label_propagation,InCoder,random_then_entropy_2,250,0.8986602542081759,0.8075820598959261,0.8374252534603734,0.8907510401787386,0.8938216058881769
java,label_propagation,InCoder,random_then_entropy_2,500,0.9614565441429064,0.927044984684751,0.9365830726037696,0.9565595944176444,0.959530179541222
java,label_spreading,InCoder,random,50,0.6581587083476469,0.4470520096236063,0.5998287392505592,0.6582075805023073,0.651021148082202
java,label_spreading,InCoder,random,100,0.7820336654070765,0.6157961377936447,0.713662976770213,0.7757378300753526,0.783842408294493
java,label_spreading,InCoder,random,250,0.8679148059086226,0.7488644503335163,0.8006930119837401,0.8614360436535081,0.8667253418823236
java,label_spreading,InCoder,random,500,0.941772586739952,0.8862465248870922,0.8977020129235616,0.9356736973292119,0.9403434601780682
java,label_spreading,InCoder,entropy,50,0.6581587083476469,0.4470520096236063,0.5998287392505592,0.6582075805023073,0.651021148082202
java,label_spreading,InCoder,entropy,100,0.68722088629337,0.4748115314687495,0.6497324557367371,0.6894693602538039,0.6880223067398573
java,label_spreading,InCoder,entropy,250,0.7124355891446239,0.5267380285943897,0.6737041751576933,0.7052350007661851,0.715729031328231
java,label_spreading,InCoder,entropy,500,0.7432840948127792,0.5738619075837941,0.7013835651199949,0.7329500950022181,0.7471796497065273
java,label_spreading,InCoder,uniform,50,0.6581587083476469,0.4470520096236063,0.5998287392505592,0.6582075805023073,0.651021148082202
java,label_spreading,InCoder,uniform,100,0.700721401580213,0.5004882217174929,0.6654012700558312,0.697029627654197,0.7055842003592715
java,label_spreading,InCoder,uniform,250,0.7703538302988664,0.5872478466170235,0.7170622876037496,0.7660830327011645,0.7774001404198075
java,label_spreading,InCoder,uniform,500,0.863380281690141,0.741383015108473,0.8273010970601977,0.8586255327855934,0.8685004223124899
java,label_spreading,InCoder,random_then_entropy_1,50,0.6581587083476469,0.4470520096236063,0.5998287392505592,0.6582075805023073,0.651021148082202
java,label_spreading,InCoder,random_then_entropy_1,100,0.7820336654070765,0.6157961377936447,0.713662976770213,0.7757378300753526,0.783842408294493
java,label_spreading,InCoder,random_then_entropy_1,250,0.817279285468911,0.657854441129693,0.7604764107279328,0.8116797584397466,0.8246530679995502
java,label_spreading,InCoder,random_then_entropy_1,500,0.8916523531432498,0.7899108048156952,0.8551684113585735,0.8875672311998392,0.8973577573212635
java,label_spreading,InCoder,random_then_entropy_2,50,0.6581587083476469,0.4470520096236063,0.5998287392505592,0.6582075805023073,0.651021148082202
java,label_spreading,InCoder,random_then_entropy_2,100,0.7820336654070765,0.6157961377936447,0.713662976770213,0.7757378300753526,0.783842408294493
java,label_spreading,InCoder,random_then_entropy_2,250,0.8679148059086226,0.7488644503335163,0.8006930119837401,0.8614360436535081,0.8667253418823236
java,label_spreading,InCoder,random_then_entropy_2,500,0.9354173823428376,0.8729890905296287,0.9024466554101993,0.9313715508226872,0.93560332532734
